Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1344,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,es La Liga,30-159,1991,10.3,26,14,12,11,3,5,8,62.5,3,144,56,38.9,54,66,24,18,6,0,12,13,39,37,0,Matches
1345,Lennard Maloney\75402e99,us USA,DF,Dortmund,de Bundesliga,22-051,1999,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1346,Mickael Malsa\bbc19252,mq MTQ,MF,Levante,es La Liga,26-047,1995,5.1,17,11,10,6,1,6,12,50.0,6,77,26,33.8,34,37,6,10,2,0,8,8,25,5,0,Matches
1347,Giorgi Mamardashvili\d4b73232,ge GEO,GK,Valencia,es La Liga,21-060,2000,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1348,Rey Manaj\7703afb6,al ALB,FWMF,Spezia,it Serie A,24-277,1997,2.8,1,1,1,0,0,0,2,0.0,2,54,16,29.6,9,26,19,2,0,0,2,0,1,3,0,Matches
1349,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,fr Ligue 1,21-335,1999,7.8,22,14,9,10,3,9,20,45.0,11,197,52,26.4,68,103,26,9,2,0,7,4,26,6,0,Matches
1350,Vincent Manceau\c26a3918,fr FRA,DF,Angers,fr Ligue 1,32-141,1989,15.0,20,11,13,7,0,8,23,34.8,15,128,46,35.9,75,44,9,21,3,0,18,21,41,44,0,Matches
1351,Gianluca Mancini\5aa53281,it ITA,DF,Roma,it Serie A,25-225,1996,13.0,18,14,8,9,1,6,14,42.9,8,134,46,34.3,73,54,7,14,7,1,7,16,34,41,0,Matches
1352,Leonardo Mancuso\311027cb,it ITA,FW,Empoli,it Serie A,29-186,1992,4.7,2,1,0,1,1,1,4,25.0,3,35,9,25.7,2,13,20,3,0,0,3,3,5,3,0,Matches
1353,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,36-245,1985,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
1354,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,fr Ligue 1,27-311,1994,11.0,28,18,20,6,2,19,34,55.9,15,122,49,40.2,67,38,17,22,2,0,20,18,46,31,1,Matches
1355,Aïssa Mandi\fbd6378b,dz ALG,DF,Villarreal,es La Liga,30-037,1991,7.0,6,3,2,3,1,0,1,0.0,1,34,11,32.4,13,16,5,8,7,1,1,5,11,23,1,Matches
1356,Rolando Mandragora\c7259b83,it ITA,MF,Torino,it Serie A,24-152,1997,5.1,6,2,1,2,3,1,7,14.3,6,80,21,26.3,15,35,30,8,1,0,7,4,10,9,0,Matches
1357,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,eng Premier League,29-232,1992,12.2,11,4,0,6,5,0,6,0.0,6,143,41,28.7,19,60,64,15,0,0,15,6,17,6,0,Matches
1358,Orel Mangala\a572e291,be BEL,MF,Stuttgart,de Bundesliga,23-255,1998,6.4,5,2,1,3,1,2,6,33.3,4,76,24,31.6,25,32,19,4,1,0,3,11,16,5,0,Matches
1359,Thomas Mangani\c801616a,fr FRA,MF,Angers,fr Ligue 1,34-213,1987,13.2,41,26,18,23,0,18,40,45.0,22,290,83,28.6,110,159,21,27,6,0,21,24,65,22,0,Matches
1360,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,fr Ligue 1,23-254,1998,12.5,14,7,10,3,1,7,16,43.8,9,140,44,31.4,77,48,15,18,1,0,17,22,36,27,0,Matches
1361,Kostas Manolas\c707411f,gr GRE,DF,Napoli,it Serie A,30-167,1991,3.5,2,2,1,1,0,2,3,66.7,1,20,6,30.0,10,7,3,2,0,0,2,7,9,10,0,Matches
1362,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,27-207,1994,6.5,20,12,13,5,2,9,19,47.4,10,86,25,29.1,45,25,16,16,5,0,11,6,26,13,0,Matches
1363,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,fr Ligue 1,22-287,1999,0.4,1,1,1,0,0,0,0,,0,6,3,50.0,4,2,0,1,0,0,1,0,1,0,0,Matches
1364,Myziane Maolida\706a60e1,fr FRA,FW,Hertha BSC,de Bundesliga,22-287,1999,1.8,0,0,0,0,0,0,0,,0,39,7,17.9,11,12,16,4,0,0,4,0,0,0,0,Matches
1365,Sekou Mara\3544641e,fr FRA,FW,Bordeaux,fr Ligue 1,19-121,2002,4.5,3,2,1,1,1,0,3,0.0,3,88,20,22.7,4,50,34,2,0,0,2,0,3,1,0,Matches
1366,Maranhão\ae86d473,br BRA,FWMF,Valencia,es La Liga,25-039,1996,4.9,6,3,1,4,1,1,2,50.0,1,99,17,17.2,14,47,38,5,0,0,5,5,11,2,0,Matches
1367,Nikola Maraš\b9d0446f,rs SRB,DF,Rayo Vallecano,es La Liga,25-344,1995,3.1,1,0,0,1,0,0,2,0.0,2,22,6,27.3,9,12,1,11,5,0,6,4,5,17,0,Matches
1368,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,eng Premier League,32-282,1989,7.6,19,14,12,5,2,7,17,41.2,10,116,34,29.3,59,43,14,18,2,0,16,18,37,27,0,Matches
1369,Marcelo\603116a7,br BRA,DF,Real Madrid,es La Liga,33-200,1988,1.0,1,1,0,0,1,0,0,,0,6,3,50.0,2,0,4,0,0,0,0,3,4,2,0,Matches
1370,Marcelo\e3d0b0c4,br BRA,DF,Lyon,fr Ligue 1,34-192,1987,2.0,4,3,0,4,0,4,5,80.0,1,16,9,56.3,7,9,0,4,2,1,2,4,8,12,0,Matches
1371,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,eng Premier League,27-131,1994,6.3,12,6,6,2,4,2,8,25.0,6,94,26,27.7,33,24,37,8,0,0,8,10,22,8,0,Matches
1372,Riccardo Marchizza\91d0fabf,it ITA,DF,Empoli,it Serie A,23-247,1998,11.5,15,8,6,7,2,4,12,33.3,8,158,36,22.8,62,73,23,21,6,0,15,10,25,22,0,Matches
1373,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,it Serie A,29-286,1992,13.0,7,3,7,0,0,4,11,36.4,7,59,19,32.2,42,14,3,21,14,2,7,19,26,59,1,Matches
1374,Iván Marcone\b14f755d,ar ARG,MF,Elche,es La Liga,31-178,1990,3.9,12,8,7,5,0,3,8,37.5,5,53,21,39.6,26,25,2,7,1,0,6,4,16,11,0,Matches
1375,Óscar de Marcos\9f323c71,es ESP,DF,Athletic Club,es La Liga,32-228,1989,3.9,9,5,4,4,1,5,6,83.3,1,52,12,23.1,15,25,12,13,0,0,13,5,14,8,0,Matches
1376,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,eng Premier League,28-089,1993,2.0,6,2,2,3,1,4,8,50.0,4,19,4,21.1,9,8,2,6,4,0,2,6,12,11,0,Matches
1377,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,es La Liga,26-312,1995,9.0,12,9,10,2,0,5,11,45.5,6,50,19,38.0,35,15,0,11,10,0,1,12,24,37,0,Matches
1378,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,es La Liga,28-119,1993,1.0,0,0,0,0,0,0,0,,0,9,1,11.1,0,4,5,0,0,0,0,0,0,0,0,Matches
1379,Răzvan Marin\7fac99d4,ro ROU,MF,Cagliari,it Serie A,25-189,1996,13.9,18,13,7,10,1,6,21,28.6,15,250,64,25.6,86,122,42,17,1,0,16,14,32,8,0,Matches
1380,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,fr Ligue 1,27-206,1994,6.2,12,8,10,2,0,5,9,55.6,4,57,23,40.4,34,23,0,6,4,0,2,14,26,33,0,Matches
1381,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,de Bundesliga,22-294,1999,0.3,2,1,0,2,0,0,0,,0,7,2,28.6,0,5,2,0,0,0,0,0,2,0,0,Matches
1382,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,de Bundesliga,22-294,1999,5.5,9,7,2,5,2,1,7,14.3,6,138,28,20.3,15,64,59,5,0,0,5,2,11,2,0,Matches
1383,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,fr Ligue 1,27-198,1994,9.0,9,3,6,3,0,4,7,57.1,3,61,16,26.2,33,18,10,15,10,0,5,13,22,39,0,Matches
1384,Roger Martí\0ae4e09a,es ESP,FW,Levante,es La Liga,30-329,1991,7.4,6,4,1,4,1,2,7,28.6,5,115,22,19.1,9,64,42,4,0,0,4,0,6,2,0,Matches
1385,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,eng Premier League,25-358,1995,2.2,1,1,0,0,1,0,1,0.0,1,27,10,37.0,5,9,13,2,0,0,2,1,2,2,0,Matches
1386,Martín\cbec0059,es ESP,MFDF,Cádiz,es La Liga,22-272,1999,0.6,1,1,0,1,0,0,0,,0,12,2,16.7,4,7,1,0,0,0,0,2,3,2,0,Matches
1387,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,de Bundesliga,24-220,1997,7.5,14,8,6,7,1,5,13,38.5,8,104,32,30.8,39,51,14,13,1,0,12,10,24,15,0,Matches
1388,Andrés Martín\2ae30661,es ESP,FWMF,Rayo Vallecano,es La Liga,22-140,1999,1.5,1,0,0,1,0,1,2,50.0,1,29,9,31.0,6,13,10,2,0,0,2,2,3,0,0,Matches
1389,Carlos Martín\64035864,es ESP,DF,Atlético Madrid,es La Liga,19-220,2002,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,1,0,Matches
1390,Iván Martín\ae48c5cb,es ESP,MFFW,Alavés,es La Liga,22-287,1999,0.8,1,0,0,0,1,0,0,,0,13,2,15.4,2,5,6,1,0,0,1,1,2,0,0,Matches
1391,Jonas Martin\468fdbad,fr FRA,MF,Rennes,fr Ligue 1,31-233,1990,5.5,13,7,4,8,1,6,12,50.0,6,69,18,26.1,18,40,11,7,0,0,7,4,17,6,0,Matches
1392,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,eng Premier League,20-163,2001,2.1,3,2,0,1,2,1,5,20.0,4,48,10,20.8,9,18,21,5,1,0,4,0,3,2,0,Matches
1393,Lucas Martínez Quarta\3ec3c1c9,ar ARG,DF,Fiorentina,it Serie A,25-202,1996,8.5,26,18,18,5,3,9,16,56.3,7,105,35,33.3,55,46,4,16,5,0,11,19,45,28,0,Matches
1394,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,eng Premier League,29-087,1992,12.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
1395,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,es La Liga,30-195,1991,11.9,14,7,10,3,1,6,13,46.2,7,91,30,33.0,55,33,3,18,4,0,14,25,39,68,0,Matches
1396,Javi Martínez\3672b352,es ESP,MFFW,Osasuna,es La Liga,21-341,1999,3.5,9,6,4,4,1,3,7,42.9,4,71,21,29.6,23,27,21,5,0,0,5,7,16,3,0,Matches
1397,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,it Serie A,24-098,1997,9.1,7,6,0,5,2,2,4,50.0,2,133,36,27.1,6,55,72,5,0,0,5,13,20,5,0,Matches
1398,Pablo Martínez\ecc77652,es ESP,MF,Levante,es La Liga,23-279,1998,6.9,13,8,6,5,2,6,14,42.9,8,141,31,22.0,35,77,29,10,2,0,8,14,27,5,0,Matches
1399,Gelson Martins\3ef0fa48,pt POR,MFFW,Monaco,fr Ligue 1,26-201,1995,9.4,18,12,3,15,0,6,21,28.6,15,174,58,33.3,23,90,61,11,1,0,10,10,28,2,0,Matches
1400,Adam Marušić\d4535821,me MNE,DF,Lazio,it Serie A,29-042,1992,9.3,10,5,5,4,1,4,12,33.3,8,78,18,23.1,36,28,14,20,2,0,18,18,28,19,0,Matches
1401,Omar Mascarell\11fd2b75,es ESP,MF,Elche,es La Liga,28-299,1993,9.1,14,6,5,7,2,6,21,28.6,15,180,41,22.8,62,100,18,26,6,0,20,13,27,18,0,Matches
1402,Andrea Masiello\e0314d87,it ITA,DF,Genoa,it Serie A,35-296,1986,3.3,6,6,6,0,0,4,6,66.7,2,27,10,37.0,16,11,0,7,1,0,6,8,14,14,0,Matches
1403,Adam Masina\de0f152c,ma MAR,DF,Watford,eng Premier League,27-330,1994,6.5,15,8,7,7,1,6,14,42.9,8,89,30,33.7,36,38,15,10,1,0,9,13,28,29,0,Matches
1404,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,de Bundesliga,23-006,1998,8.2,17,13,13,4,0,8,15,53.3,7,103,32,31.1,59,40,4,21,10,1,11,22,39,35,0,Matches
1405,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,de Bundesliga,21-047,2000,7.3,8,7,4,4,0,5,13,38.5,8,141,38,27.0,41,59,41,9,0,0,9,11,19,5,0,Matches
1406,Arthur Masuaku\57df7a11,cd COD,FW,West Ham,eng Premier League,28-021,1993,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,Matches
1407,Jaime Mata\02319ad7,es ESP,FW,Getafe,es La Liga,33-035,1988,5.2,8,4,3,2,3,0,4,0.0,4,84,20,23.8,8,36,40,5,2,0,3,4,12,3,0,Matches
1408,Pape Matar Sarr\feb5d972,sn SEN,MFFW,Metz,fr Ligue 1,19-075,2002,11.5,29,20,13,11,5,8,20,40.0,12,208,61,29.3,66,101,41,15,2,0,13,20,49,9,0,Matches
1409,Eliot Matazo\15944afd,be BEL,MF,Monaco,fr Ligue 1,19-286,2002,4.0,7,7,2,5,0,1,3,33.3,2,64,23,35.9,19,36,9,6,1,0,5,7,14,4,0,Matches
1410,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,eng Premier League,24-153,1997,0.7,1,0,1,0,0,1,1,100.0,0,16,3,18.8,1,10,5,1,1,0,0,0,1,1,0,Matches
1411,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,eng Premier League,33-119,1988,4.3,9,7,4,4,1,3,5,60.0,2,57,19,33.3,23,31,3,12,3,0,9,6,15,7,1,Matches
1412,Joël Matip\b217ef29,cm CMR,DF,Liverpool,eng Premier League,30-112,1991,9.0,7,6,2,5,0,2,6,33.3,4,57,24,42.1,29,23,5,12,6,1,6,13,20,40,0,Matches
1413,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,fr Ligue 1,19-197,2002,0.7,2,1,0,2,0,0,4,0.0,4,12,4,33.3,9,3,0,1,1,0,0,2,4,3,0,Matches
1414,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,fr Ligue 1,23-214,1998,9.5,31,20,14,17,0,10,20,50.0,10,158,57,36.1,70,76,12,20,4,0,16,21,52,18,0,Matches
1415,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,eng Premier League,25-106,1996,9.3,9,6,1,5,3,3,6,50.0,3,191,53,27.7,19,72,100,8,1,0,7,6,15,1,0,Matches
1416,Stephy Mavididi\30144daa,eng ENG,FW,Montpellier,fr Ligue 1,23-181,1998,11.5,14,5,6,5,3,7,14,50.0,7,186,41,22.0,43,78,65,10,2,0,8,9,23,2,0,Matches
1417,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,de Bundesliga,23-352,1997,10.5,26,14,17,8,1,12,20,60.0,8,87,37,42.5,53,28,6,36,12,1,24,39,65,65,0,Matches
1418,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,de Bundesliga,32-250,1989,1.7,5,4,2,0,3,1,4,25.0,3,30,10,33.3,7,12,11,3,0,0,3,1,6,1,0,Matches
1419,Luís Maximiano\3318286e,pt POR,GK,Granada,es La Liga,22-327,1999,10.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches
1420,Borja Mayoral\64e8ed6d,es ESP,FWDF,Roma,it Serie A,24-237,1997,0.3,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0,Matches
1421,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Venezia,it Serie A,26-124,1995,9.5,9,5,6,1,2,4,10,40.0,6,125,35,28.0,55,51,19,24,8,0,16,28,37,20,0,Matches
1422,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,de Bundesliga,26-223,1995,9.5,28,12,18,5,5,7,15,46.7,8,150,49,32.7,60,52,38,24,3,0,21,21,49,30,0,Matches
1423,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,fr Ligue 1,22-343,1998,12.6,8,6,1,3,4,4,8,50.0,4,97,29,29.9,9,19,69,2,0,0,2,5,13,8,0,Matches
1424,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,it Serie A,27-009,1994,0.8,1,0,1,0,0,1,2,50.0,1,7,0,0.0,7,0,0,1,1,0,0,1,2,3,0,Matches
1425,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,fr Ligue 1,19-327,2002,2.1,10,6,6,4,0,4,6,66.7,2,36,13,36.1,14,20,2,3,1,0,2,1,11,3,0,Matches
1426,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,eng Premier League,22-113,1999,10.2,9,6,0,4,5,1,5,20.0,4,170,41,24.1,18,69,83,14,2,0,12,2,11,7,0,Matches
1427,Jordi Mboula\4887118d,es ESP,FW,Mallorca,es La Liga,22-257,1999,4.6,5,3,2,2,1,1,6,16.7,5,76,24,31.6,16,30,30,9,2,0,7,2,7,0,0,Matches
1428,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,fr Ligue 1,19-257,2002,7.1,7,5,3,3,1,2,4,50.0,2,105,30,28.6,20,46,39,5,0,0,5,12,19,4,0,Matches
1429,James McArthur\cee31595,sct SCO,MF,Crystal Palace,eng Premier League,34-052,1987,10.6,25,16,13,12,0,11,30,36.7,19,248,77,31.0,74,140,34,24,7,0,17,18,43,25,0,Matches
1430,James Mcatee\96593e89,eng ENG,FW,Manchester City,eng Premier League,19-041,2002,0.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1431,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,31-360,1989,13.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1432,John McGinn\90f91999,sct SCO,MF,Aston Villa,eng Premier League,27-041,1994,11.4,30,15,11,13,6,9,23,39.1,14,164,51,31.1,38,84,42,5,1,0,4,20,50,10,0,Matches
1433,Weston McKennie\01c3aff5,us USA,MF,Juventus,it Serie A,23-092,1998,8.4,14,7,8,4,2,4,13,30.8,9,148,46,31.1,58,69,21,16,1,0,15,12,26,8,0,Matches
1434,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,eng Premier League,19-071,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1435,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,eng Premier League,29-324,1992,11.5,19,11,10,8,1,10,25,40.0,15,184,38,20.7,79,82,23,10,2,0,8,19,38,21,0,Matches
1436,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,eng Premier League,22-006,1999,11.8,24,14,8,13,3,6,30,20.0,24,253,60,23.7,82,111,60,36,9,2,27,24,48,8,0,Matches
1437,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,eng Premier League,24-355,1996,7.4,13,6,8,3,2,6,17,35.3,11,114,23,20.2,42,63,9,14,3,0,11,9,22,20,0,Matches
1438,Gary Medel\563a68ad,cl CHI,DF,Bologna,it Serie A,34-117,1987,12.2,10,6,6,4,0,4,12,33.3,8,88,31,35.2,47,34,7,15,7,0,8,18,28,45,0,Matches
1439,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,fr Ligue 1,22-184,1999,12.0,32,20,18,11,3,18,28,64.3,10,151,64,42.4,51,87,13,21,3,0,18,21,53,31,0,Matches
1440,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,de Bundesliga,24-051,1997,2.6,5,3,3,2,0,0,1,0.0,1,44,17,38.6,28,14,2,9,2,0,7,2,7,8,0,Matches
1441,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,eng Premier League,32-066,1989,9.0,9,6,5,3,1,1,4,25.0,3,49,19,38.8,26,20,3,18,11,1,7,12,21,54,0,Matches
1442,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,de Bundesliga,30-257,1991,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,1,1,0,0,Matches
1443,Farid El Melali\d21e361a,dz ALG,FW,Angers,fr Ligue 1,24-138,1997,0.2,0,0,0,0,0,0,0,,0,6,1,16.7,2,3,1,1,0,0,1,0,0,0,0,Matches
1444,Filippo Melegoni\6604165d,it ITA,MFFW,Genoa,it Serie A,22-283,1999,1.4,2,1,0,1,1,0,2,0.0,2,29,5,17.2,6,17,6,2,0,0,2,1,3,1,0,Matches
1445,Óscar Melendo\379652be,es ESP,MF,Espanyol,es La Liga,24-097,1997,4.4,3,1,0,2,1,0,3,0.0,3,46,16,34.8,14,21,11,3,0,0,3,2,5,3,0,Matches
1446,Gonzalo Melero\3902e91b,es ESP,MF,Levante,es La Liga,27-330,1994,7.2,13,8,5,7,1,7,12,58.3,5,104,30,28.8,39,53,12,12,5,0,7,6,19,10,0,Matches
1447,Birger Meling\70c52749,no NOR,DF,Rennes,fr Ligue 1,26-346,1994,11.4,31,19,18,8,5,17,26,65.4,9,140,51,36.4,63,41,36,18,3,0,15,16,47,22,0,Matches
1448,Arthur Melo\48b3dd60,br BRA,MF,Juventus,it Serie A,25-108,1996,1.1,2,2,1,1,0,0,1,0.0,1,37,13,35.1,11,23,3,1,0,0,1,0,2,0,1,Matches
1449,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,fr Ligue 1,23-208,1998,12.9,20,11,13,5,2,9,20,45.0,11,150,54,36.0,83,55,12,26,16,0,10,32,52,66,1,Matches
1450,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,fr Ligue 1,19-162,2002,4.5,10,7,5,4,1,6,12,50.0,6,64,26,40.6,25,30,9,17,3,0,14,12,22,6,0,Matches
1451,Thiago Mendes\c6e5d20f,br BRA,MF,Lyon,fr Ligue 1,29-258,1992,3.8,13,7,8,4,1,5,7,71.4,2,74,19,25.7,25,40,9,7,2,0,5,14,27,5,0,Matches
1452,Brais Méndez\c9e39d91,es ESP,MF,Celta Vigo,es La Liga,24-325,1997,11.8,24,13,10,9,5,8,28,28.6,20,265,77,29.1,54,121,90,28,2,0,26,15,39,16,0,Matches
1453,Édgar Méndez\aed746df,es ESP,FWMF,Alavés,es La Liga,31-330,1990,5.0,12,5,4,6,2,3,10,30.0,7,95,23,24.2,28,43,24,3,0,0,3,3,15,7,0,Matches
1454,Arial Mendy\9f0f4b49,sn SEN,DF,Clermont Foot,fr Ligue 1,27-021,1994,2.3,2,2,2,0,0,2,4,50.0,2,17,4,23.5,9,6,2,5,1,0,4,3,5,0,0,Matches
1455,Batista Mendy\e472a6f6,fr FRA,MF,Angers,fr Ligue 1,21-320,2000,10.2,28,20,13,12,3,10,25,40.0,15,219,70,32.0,90,115,14,24,2,0,22,13,41,7,0,Matches
1456,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,eng Premier League,27-134,1994,0.9,3,1,1,1,1,2,4,50.0,2,12,2,16.7,3,8,1,0,0,0,0,0,3,3,0,Matches
1457,Edouard Mendy\33887998,sn SEN,GK,Chelsea,eng Premier League,29-272,1992,11.0,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,Matches
1458,Ferland Mendy\3cefcaef,fr FRA,DF,Real Madrid,es La Liga,26-173,1995,4.0,2,2,2,0,0,1,1,100.0,0,22,9,40.9,15,6,1,9,1,0,8,10,12,5,0,Matches
1459,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,fr Ligue 1,23-133,1998,3.3,9,5,5,1,3,3,8,37.5,5,67,18,26.9,26,27,14,3,0,0,3,4,13,6,0,Matches
1460,Jorge Meré\9f979eb2,es ESP,DF,Köln,de Bundesliga,24-225,1997,5.4,7,3,3,3,1,3,9,33.3,6,47,16,34.0,27,18,2,9,4,0,5,13,20,34,1,Matches
1461,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,24-251,1997,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1462,Fran Mérida\0e50f929,es ESP,MF,Espanyol,es La Liga,31-269,1990,1.6,3,0,3,0,0,2,3,66.7,1,25,2,8.0,12,9,4,2,0,0,2,2,5,1,0,Matches
1463,Mikel Merino\d080ed5e,es ESP,MF,Real Sociedad,es La Liga,25-159,1996,13.9,40,29,11,25,4,9,21,42.9,12,240,83,34.6,58,129,53,23,6,0,17,20,60,31,0,Matches
1464,Quentin Merlin\0bfca6a1,fr FRA,DFMF,Nantes,fr Ligue 1,19-196,2002,1.6,3,2,1,1,1,3,5,60.0,2,43,12,27.9,17,20,6,2,1,0,1,2,5,0,0,Matches
1465,Martín Merquelanz\ddd5348b,es ESP,FW,Rayo Vallecano,es La Liga,26-169,1995,1.9,3,2,3,0,0,3,6,50.0,3,30,5,16.7,6,14,10,3,0,0,3,0,3,1,0,Matches
1466,Yıldırım Mert Çetin\c730da00,tr TUR,DF,Hellas Verona,it Serie A,24-331,1997,0.5,1,0,1,0,0,0,0,,0,6,1,16.7,2,3,1,2,0,0,2,0,1,2,0,Matches
1467,Dries Mertens\89b2c8a9,be BEL,FWMF,Napoli,it Serie A,34-206,1987,1.5,2,2,1,1,0,0,0,,0,28,9,32.1,5,9,14,1,0,0,1,0,2,0,0,Matches
1468,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,eng Premier League,21-271,2000,13.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,1,Matches
1469,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,fr Ligue 1,34-157,1987,4.6,2,1,0,2,0,0,3,0.0,3,42,8,19.0,6,20,16,0,0,0,0,4,6,0,0,Matches
1470,Junior Messias\f49c4ae9,br BRA,MF,Milan,it Serie A,30-199,1991,0.6,3,2,2,0,1,1,1,100.0,0,12,3,25.0,6,3,3,2,1,0,1,1,4,1,0,Matches
1471,Thomas Meunier\e162b013,be BEL,DF,Dortmund,de Bundesliga,30-077,1991,9.5,20,15,6,10,4,9,20,45.0,11,97,41,42.3,40,41,16,11,2,0,9,8,28,16,1,Matches
1472,Mexer\ce492295,mz MOZ,DF,Bordeaux,fr Ligue 1,33-081,1988,7.6,13,9,11,2,0,6,10,60.0,4,32,14,43.8,24,6,2,7,3,0,4,20,33,37,0,Matches
1473,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,de Bundesliga,26-010,1995,12.0,26,14,12,11,3,11,23,47.8,12,144,55,38.2,58,55,31,26,7,0,19,23,49,37,0,Matches
1474,Matt Miazga\9fc0f253,us USA,DF,Alavés,es La Liga,26-132,1995,6.3,8,5,4,4,0,2,6,33.3,4,49,19,38.8,32,16,1,15,7,0,8,5,13,49,0,Matches
1475,Kingsley Michael\e63e122d,ng NGA,MF,Bologna,it Serie A,22-094,1999,0.8,2,2,2,0,0,1,2,50.0,1,19,6,31.6,9,9,1,4,1,0,3,1,3,1,0,Matches
