Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
107,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,54,4,1,6,0,47.3,0.33,-6.7,-0.22,318,702,45.3,891,94,59.1,45.8,221,79.2,60.2,217,24,11.1,21,0.68,14.2,Matches
108,Andriy Lunin\3061e1ec,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,5,1,0,1,0,6.9,0.28,+1.9,+0.48,39,75,52.0,88,18,55.7,44.8,34,76.5,60.7,29,2,6.9,2,0.49,14.0,Matches
109,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,22,0,1,2,1,22.3,0.30,+1.3,+0.09,95,235,40.4,351,54,49.6,40.4,128,47.7,41.6,106,5,4.7,7,0.48,14.2,Matches
110,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,23,1995,38.0,34,6,1,4,0,35.3,0.25,+2.3,+0.06,199,593,33.6,825,199,46.3,40.3,270,78.1,59.4,319,37,11.6,24,0.63,14.8,Matches
111,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,41,6,0,2,0,35.4,0.28,-4.6,-0.15,169,456,37.1,794,128,44.1,39.0,191,55.5,46.6,196,16,8.2,20,0.66,14.4,Matches
112,Federico Marchetti\f794b426,it ITA,GK,Genoa,it Serie A,35,1983,4.0,10,0,0,2,1,5.9,0.33,-3.1,-0.78,28,59,47.5,77,10,46.8,39.7,35,65.7,54.6,36,1,2.8,2,0.50,13.2,Matches
113,Jordi Masip\8fae77ea,es ESP,GK,Valladolid,es La Liga,29,1989,35.0,45,5,0,8,2,47.0,0.29,+4.0,+0.11,260,800,32.5,815,163,62.1,46.2,329,89.4,65.2,397,22,5.5,10,0.29,12.3,Matches
114,Christian Mathenia\4a15e95b,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,40,1,1,6,2,41.8,0.35,+3.8,+0.18,191,506,37.7,678,94,50.9,43.2,218,73.9,58.3,308,37,12.0,6,0.28,12.1,Matches
115,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,28,1989,25.0,44,2,0,4,3,37.8,0.31,-3.2,-0.13,141,449,31.4,471,79,62.2,48.5,186,83.9,62.8,250,22,8.8,12,0.48,14.3,Matches
116,Edouard Mendy\33887998,sn SEN,GK,Reims,fr Ligue 1,26,1992,38.0,42,7,1,3,2,44.3,0.27,+4.3,+0.11,300,714,42.0,843,123,57.2,46.1,287,80.8,58.5,420,33,7.9,15,0.39,13.3,Matches
117,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,21,1997,12.8,9,2,0,1,0,11.3,0.20,+2.3,+0.18,36,124,29.0,253,46,30.0,32.3,101,47.5,42.2,114,7,6.1,6,0.47,15.3,Matches
118,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,SPAL,it Serie A,21,1997,1.8,4,0,0,1,0,3.6,0.23,-0.4,-0.22,9,34,26.5,54,17,38.9,37.4,20,65.0,54.0,12,1,8.3,3,1.65,16.1,Matches
119,Antonio Mirante\30223b33,it ITA,GK,Roma,it Serie A,35,1983,11.0,6,0,0,2,0,10.4,0.28,+4.4,+0.40,86,184,46.7,232,41,47.0,39.6,92,81.5,55.3,120,8,6.7,6,0.55,14.6,Matches
120,Jessy Moulin\28a65a2c,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1.0,1,0,0,0,1,1.5,0.33,+1.5,+1.46,2,4,50.0,28,10,10.7,28.2,4,25.0,35.8,6,1,16.7,0,0.00,13.3,Matches
121,Florian Müller\cbac6ec9,de GER,GK,Mainz 05,de Bundesliga,20,1997,24.0,43,3,0,6,0,39.2,0.33,-3.8,-0.16,173,453,38.2,622,104,47.1,41.3,207,77.3,58.8,226,7,3.1,19,0.79,15.5,Matches
122,Juan Musso\a111cf41,ar ARG,GK,Udinese,it Serie A,24,1994,29.0,40,8,0,6,1,42.6,0.28,+3.6,+0.12,259,611,42.4,564,97,61.2,43.9,313,85.0,57.1,360,29,8.1,13,0.45,12.2,Matches
123,Yvon Mvogo\dc29b608,ch SUI,GK,RB Leipzig,de Bundesliga,24,1994,1.5,2,1,0,0,0,1.5,0.22,-0.5,-0.35,9,14,64.3,25,4,40.0,38.3,6,66.7,47.7,11,0,0.0,0,0.00,9.6,Matches
124,Keylor Navas\ecada4fc,cr CRC,GK,Real Madrid,es La Liga,31,1986,10.0,8,0,0,2,0,8.8,0.29,+0.8,+0.08,32,91,35.2,232,61,29.7,34.1,53,41.5,44.4,79,6,7.6,6,0.60,15.0,Matches
125,Neto\a9dc785c,br BRA,GK,Valencia,es La Liga,29,1989,34.0,34,7,2,6,2,37.7,0.24,+5.7,+0.17,192,530,36.2,570,156,53.2,43.8,272,83.5,60.9,389,28,7.2,11,0.32,13.3,Matches
126,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,32,1986,25.6,23,3,0,2,1,16.5,0.28,-5.5,-0.22,132,271,48.7,796,109,30.9,32.5,120,20.8,33.1,127,9,7.1,30,1.17,18.1,Matches
127,Will Norris\c73ada83,eng ENG,GK,Wolves,eng Premier League,24,1993,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,0,0,,,0,,,0,0,,0,,,Matches
128,Alexander Nübel\afb0c500,de GER,GK,Schalke 04,de Bundesliga,21,1996,17.6,29,3,0,0,0,28.3,0.33,-0.7,-0.04,129,297,43.4,394,57,48.0,41.0,133,81.2,57.9,145,10,6.9,5,0.28,13.9,Matches
129,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,25,1993,37.0,27,5,0,3,2,36.1,0.26,+11.1,+0.30,229,597,38.4,568,100,61.3,46.6,282,88.3,62.3,356,36,10.1,12,0.32,14.1,Matches
130,Oier Olazábal\b5bdf144,es ESP,GK,Levante,es La Liga,28,1989,21.0,40,4,1,5,1,42.0,0.29,+3.0,+0.14,142,348,40.8,346,95,56.6,45.0,219,69.4,51.5,247,21,8.5,9,0.43,12.6,Matches
131,Alexandre Olliero\c977ef13,fr FRA,GK,Nantes,fr Ligue 1,22,1996,1.0,1,1,0,0,0,0.7,,-0.3,-0.29,4,10,40.0,20,5,35.0,40.4,3,100.0,79.3,7,0,0.0,1,1.00,14.6,Matches
132,Robin Olsen\e7ee38c3,se SWE,GK,Roma,it Serie A,28,1990,27.0,42,4,0,7,1,38.2,0.28,-2.8,-0.11,161,364,44.2,639,154,38.7,36.2,207,56.5,48.7,248,10,4.0,10,0.37,12.2,Matches
133,David Ospina\82b1198a,co COL,GK,Napoli,it Serie A,29,1988,16.2,20,1,1,3,0,16.7,0.25,-3.3,-0.20,61,158,38.6,343,69,30.6,32.8,113,46.9,41.6,136,16,11.8,4,0.25,13.6,Matches
134,Ramazan Özcan\a165a577,at AUT,GK,Leverkusen,de Bundesliga,34,1984,2.0,5,1,0,1,0,5.5,0.35,+0.5,+0.26,14,40,35.0,53,7,58.5,45.9,9,100.0,67.3,16,0,0.0,1,0.50,15.2,Matches
135,Fernando Pacheco\97852360,es ESP,GK,Alavés,es La Liga,26,1992,35.0,46,6,3,1,2,44.1,0.28,+0.1,0.00,315,759,41.5,755,88,67.4,47.5,286,87.4,58.7,354,29,8.2,29,0.83,15.2,Matches
136,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,eng Premier League,30,1988,37.0,46,3,1,7,4,38.7,0.27,-3.3,-0.09,250,588,42.5,579,107,60.8,44.0,285,82.8,56.9,299,20,6.7,13,0.35,12.7,Matches
137,Jiří Pavlenka\0a1cb833,cz CZE,GK,Werder Bremen,de Bundesliga,26,1992,33.1,47,3,2,5,0,45.8,0.29,-1.2,-0.04,257,565,45.5,920,157,43.0,38.4,303,55.8,46.0,308,17,5.5,16,0.48,14.0,Matches
138,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,37,1981,2.3,4,0,0,2,0,3.8,0.36,-0.2,-0.09,19,45,42.2,44,9,50.0,39.1,29,79.3,50.2,13,0,0.0,0,0.00,9.6,Matches
139,Yohann Pelé\76806215,fr FRA,GK,Marseille,fr Ligue 1,35,1982,7.6,12,4,1,0,0,10.3,0.29,-1.7,-0.22,38,79,48.1,173,39,32.9,33.6,50,44.0,43.4,57,3,5.3,7,0.93,13.5,Matches
140,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,it Serie A,25,1992,9.0,8,1,0,1,0,7.1,0.24,-0.9,-0.10,40,88,45.5,157,41,35.0,34.6,68,48.5,43.4,81,3,3.7,2,0.22,11.5,Matches
141,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,de Bundesliga,30,1987,8.5,11,0,0,1,0,13.0,0.32,+2.0,+0.23,80,163,49.1,274,37,42.3,38.6,73,64.4,53.2,87,6,6.9,2,0.24,11.6,Matches
142,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,24,1994,38.0,46,2,2,11,2,47.8,0.34,+3.8,+0.10,290,784,37.0,980,156,59.3,49.0,290,70.0,60.2,277,25,9.0,32,0.84,15.3,Matches
143,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,it Serie A,28,1990,1.0,2,0,1,0,0,1.6,0.54,-0.4,-0.39,7,14,50.0,22,4,36.4,34.0,14,42.9,37.1,6,0,0.0,0,0.00,8.7,Matches
144,Luca Plogmann\206c37d3,de GER,GK,Werder Bremen,de Bundesliga,18,2000,0.4,1,1,0,0,0,0.8,,-0.2,-0.45,1,1,100.0,3,2,0.0,15.0,2,50.0,34.5,3,1,33.3,0,0.00,17.0,Matches
145,Giacomo Poluzzi\07f55871,it ITA,GK,SPAL,it Serie A,30,1988,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,17.7,0,,,0,0,,0,0.00,17.0,Matches
146,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1.0,0,0,0,0,0,0.2,0.15,+0.2,+0.15,6,22,27.3,22,2,45.5,42.0,13,92.3,59.7,12,1,8.3,1,1.00,15.7,Matches
147,Silvio Proto\c8a88acd,be BEL,GK,Lazio,it Serie A,35,1983,2.0,4,0,0,0,0,3.6,0.29,-0.4,-0.20,19,38,50.0,43,5,53.5,45.1,22,68.2,53.0,34,1,2.9,0,0.00,14.5,Matches
148,Ivan Provedel\277da414,it ITA,GK,Empoli,it Serie A,24,1994,16.0,36,3,0,4,1,28.9,0.26,-6.1,-0.38,86,210,41.0,355,101,41.7,37.9,126,49.2,43.8,212,19,9.0,6,0.38,12.6,Matches
149,Ionuț Radu\67f649be,ro ROU,GK,Genoa,it Serie A,21,1997,33.0,46,5,0,8,1,49.1,0.31,+4.1,+0.13,236,727,32.5,661,101,68.7,52.9,298,91.6,66.4,345,22,6.4,13,0.39,13.1,Matches
150,Pepe Reina\e358587b,es ESP,GK,Milan,it Serie A,35,1982,3.7,5,1,0,0,0,4.5,0.31,-0.5,-0.15,23,51,45.1,91,19,40.7,36.6,24,58.3,47.0,36,4,11.1,2,0.55,14.2,Matches
151,Michael Rensing\c476b0c0,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32.0,62,7,1,8,0,54.2,0.31,-7.8,-0.24,244,600,40.7,688,145,47.8,40.7,320,84.7,60.2,336,27,8.0,4,0.13,12.7,Matches
152,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30.0,46,4,2,5,0,40.8,0.27,-4.2,-0.14,233,583,40.0,770,134,50.0,42.0,291,68.0,53.1,321,26,8.1,24,0.80,14.6,Matches
153,Sergio Rico\5f0241b2,es ESP,GK,Fulham,eng Premier League,24,1993,29.0,56,4,0,8,2,51.9,0.31,-2.1,-0.07,259,623,41.6,618,91,63.3,46.1,273,85.0,60.4,304,21,6.9,12,0.41,12.7,Matches
154,Asier Riesgo\581c5276,es ESP,GK,Eibar,es La Liga,34,1983,14.0,20,0,0,0,1,17.9,0.41,-1.1,-0.08,132,293,45.1,305,42,71.1,50.2,79,96.2,65.7,102,10,9.8,20,1.43,16.5,Matches
155,Joel Robles\cda0b317,es ESP,GK,Betis,es La Liga,28,1990,5.0,5,1,0,1,0,5.4,0.21,+0.4,+0.07,29,66,43.9,158,20,34.2,34.0,28,42.9,40.0,37,2,5.4,9,1.80,18.6,Matches
156,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,it Serie A,27,1991,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,56.0,0,,,0,0,,0,,,Matches
157,John Ruddy\da8b19e2,eng ENG,GK,Wolves,eng Premier League,31,1986,1.0,0,0,0,0,0,0.9,0.29,+0.9,+0.87,7,13,53.8,14,3,50.0,41.8,7,85.7,54.6,9,1,11.1,0,0.00,8.0,Matches
158,Stéphane Ruffier\cac76a72,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37.0,40,7,0,7,0,45.4,0.26,+5.4,+0.15,200,631,31.7,867,151,49.9,40.3,310,63.9,48.3,298,20,6.7,15,0.41,13.5,Matches
159,Gerónimo Rulli\625c144a,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27.0,35,2,1,10,2,31.7,0.27,-1.3,-0.05,188,443,42.4,848,110,35.3,35.1,208,69.2,52.0,308,28,9.1,25,0.93,16.0,Matches
160,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,26,1992,34.0,55,8,1,6,0,51.6,0.32,-3.4,-0.10,334,782,42.7,697,97,68.0,49.2,327,94.2,64.0,317,19,6.0,10,0.29,13.2,Matches
161,Frederik Rønnow\a70b8345,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,0,0,1.6,0.21,+1.6,+1.20,16,40,40.0,39,2,74.4,52.0,12,91.7,63.8,8,0,0.0,0,0.00,13.0,Matches
162,Samuel Şahin-Radlinger\e385200c,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1.0,2,0,0,0,0,1.7,0.42,-0.3,-0.27,10,15,66.7,20,6,45.0,38.6,8,75.0,58.5,7,1,14.3,3,3.00,19.1,Matches
163,Brice Samba\60d90c55,cg CGO,GK,Caen,fr Ligue 1,24,1994,38.0,54,6,4,5,2,59.2,0.30,+7.2,+0.19,369,825,44.7,907,167,63.1,46.2,315,80.3,58.5,346,36,10.4,21,0.55,14.0,Matches
164,Roberto Santamaría\bca21ef3,es ESP,GK,Huesca,es La Liga,33,1985,20.0,30,6,1,0,1,32.5,0.32,+3.5,+0.17,215,493,43.6,418,40,79.9,56.9,168,94.6,67.4,200,13,6.5,8,0.40,13.7,Matches
165,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,31,1986,38.0,48,5,0,7,0,45.2,0.30,-2.8,-0.07,348,716,48.6,920,119,51.8,42.2,315,75.9,57.6,346,29,8.4,15,0.39,13.6,Matches
166,Alexander Schwolow\0d55d942,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,60,7,0,12,0,54.6,0.30,-5.4,-0.16,288,708,40.7,941,136,47.4,41.0,327,80.1,64.1,343,16,4.7,19,0.58,13.7,Matches
167,Simone Scuffet\41bd99ea,it ITA,GK,Udinese,it Serie A,22,1996,9.0,13,1,0,1,0,11.1,0.29,-1.9,-0.22,63,140,45.0,165,34,46.7,38.7,92,68.5,49.1,83,2,2.4,4,0.44,14.0,Matches
168,Andrea Seculin\c4f573f4,it ITA,GK,Chievo,it Serie A,28,1990,1.0,6,0,0,1,0,4.8,0.43,-2.2,-2.18,5,13,38.5,18,3,61.1,43.7,2,100.0,59.5,5,0,0.0,1,1.00,20.0,Matches
169,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,48,7,3,4,1,44.0,0.25,-3.0,-0.08,263,677,38.8,795,179,51.9,43.7,324,81.5,61.1,346,27,7.8,21,0.57,14.1,Matches
170,Adrian Šemper\f02dde20,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,8,0,0,1,0,8.0,0.26,0.0,0.00,49,125,39.2,148,30,52.7,43.8,52,90.4,59.4,100,5,5.0,1,0.17,11.2,Matches
171,Luigi Sepe\343f753a,it ITA,GK,Parma,it Serie A,27,1991,37.0,59,8,1,9,4,53.2,0.25,-1.8,-0.05,346,784,44.1,751,129,55.0,44.8,451,82.3,56.2,569,38,6.7,10,0.27,11.3,Matches
172,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,13,2,0,2,0,12.0,0.33,-1.0,-0.14,42,108,38.9,132,31,47.0,39.8,51,90.2,65.9,60,7,11.7,2,0.29,13.5,Matches
173,Salvatore Sirigu\10dc46f0,it ITA,GK,Torino,it Serie A,31,1987,35.2,35,2,0,4,0,42.8,0.30,+7.8,+0.22,310,690,44.9,826,121,54.4,42.4,293,82.3,54.4,323,28,8.7,24,0.68,15.2,Matches
174,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,21,1996,3.0,4,0,0,1,0,3.1,0.22,-0.9,-0.31,34,88,38.6,68,10,82.4,55.5,34,94.1,65.1,53,2,3.8,2,0.67,12.2,Matches
175,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,it Serie A,27,1991,38.0,56,4,1,5,1,50.4,0.28,-4.6,-0.12,265,607,43.7,783,221,48.5,40.8,343,66.2,51.3,406,41,10.1,9,0.24,12.3,Matches
176,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34.0,43,3,0,3,0,51.9,0.33,+9.9,+0.29,225,539,41.7,1334,190,31.6,33.6,262,45.0,42.2,290,25,8.6,26,0.76,14.6,Matches
177,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,25,1993,37.0,34,4,1,2,3,37.9,0.27,+6.9,+0.19,356,956,37.2,795,53,87.3,57.6,276,94.9,64.2,320,31,9.7,25,0.68,15.2,Matches
178,Juan Soriano\5512b1a9,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,2,1,0,0,0,4.3,0.31,+2.3,+0.59,23,86,26.7,112,27,54.5,42.7,33,75.8,58.2,33,3,9.1,6,1.50,18.9,Matches
179,Stefano Sorrentino\048877f5,it ITA,GK,Chievo,it Serie A,39,1979,31.0,61,2,2,8,2,52.6,0.30,-5.4,-0.17,248,528,47.0,606,94,54.3,41.2,289,68.9,45.2,314,12,3.8,7,0.23,12.0,Matches
180,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,4,0,0,1,0,3.7,0.41,-0.3,-0.29,13,33,39.4,23,3,95.7,57.7,13,84.6,57.8,9,0,0.0,0,0.00,10.6,Matches
181,Marco Sportiello\ac4003af,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,64,5,2,10,1,56.0,0.27,-7.0,-0.20,190,580,32.8,891,229,40.4,38.2,338,65.1,50.9,404,33,8.2,11,0.31,12.3,Matches
182,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,23,1995,35.0,39,5,2,5,1,38.3,0.25,+0.3,+0.01,210,503,41.7,847,163,45.0,38.3,234,52.1,44.9,311,21,6.8,18,0.51,14.8,Matches
183,Danijel Subašić\f6db3bd5,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,12,2,0,3,0,12.3,0.27,+0.3,+0.02,69,171,40.4,233,49,50.6,43.1,82,64.6,51.0,84,4,4.8,3,0.24,15.0,Matches
184,Seydou Sy\8417953b,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,7,0,0,1,1,4.2,0.35,-1.8,-0.72,8,22,36.4,49,12,28.6,31.5,14,57.1,47.1,17,2,11.8,2,0.80,18.5,Matches
185,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,28,1990,28.0,20,1,0,3,1,24.0,0.28,+5.0,+0.18,154,290,53.1,534,120,37.1,36.1,197,46.7,42.5,218,21,9.6,21,0.75,15.3,Matches
186,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Nantes,fr Ligue 1,32,1986,26.6,30,1,0,8,1,30.5,0.29,+1.5,+0.06,178,408,43.6,615,116,42.1,37.7,213,70.0,52.5,203,16,7.9,23,0.87,16.9,Matches
187,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,26,1992,35.0,32,1,0,3,1,34.3,0.29,+3.3,+0.09,142,276,51.4,863,191,21.8,29.0,197,44.7,40.3,287,35,12.2,27,0.77,16.4,Matches
188,Pietro Terracciano\e1b0a70d,it ITA,GK,Empoli,it Serie A,28,1990,8.0,10,0,0,1,1,9.6,0.28,+0.6,+0.08,35,80,43.8,163,33,39.9,36.3,67,22.4,32.5,71,4,5.6,3,0.38,13.8,Matches
189,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,28,1990,2.0,3,0,0,0,0,3.5,0.32,+0.5,+0.27,10,30,33.3,55,16,41.8,35.6,11,63.6,42.6,23,4,17.4,3,1.50,14.7,Matches
190,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,28,1990,32.6,48,1,1,6,1,48.0,0.31,+1.0,+0.03,359,774,46.4,990,107,59.1,43.2,219,86.3,61.7,283,28,9.9,24,0.74,15.1,Matches
191,Mark Travers\fe558029,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2.0,5,0,0,0,1,3.1,0.24,-0.9,-0.46,11,23,47.8,43,14,37.2,32.7,14,50.0,44.0,9,0,0.0,4,2.00,17.4,Matches
192,Philipp Tschauner\73e2f6eb,de GER,GK,Hannover 96,de Bundesliga,32,1985,1.0,3,1,0,0,0,2.8,0.40,-0.2,-0.19,2,9,22.2,19,3,36.8,35.5,8,25.0,32.3,2,0,0.0,0,0.00,7.3,Matches
193,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,de Bundesliga,29,1988,8.4,9,2,1,1,0,7.0,0.30,-2.0,-0.24,26,62,41.9,218,56,25.2,29.5,36,19.4,33.3,33,0,0.0,8,0.95,17.4,Matches
194,Tomáš Vaclík\7b456af7,cz CZE,GK,Sevilla,es La Liga,29,1989,33.0,44,4,2,4,1,44.4,0.30,+1.4,+0.04,192,570,33.7,738,180,49.5,41.0,258,79.5,60.2,289,25,8.7,14,0.42,13.7,Matches
195,Koke Vegas\bfb15d99,es ESP,GK,Levante,es La Liga,22,1995,1.0,2,0,0,0,0,2.4,0.29,+0.4,+0.35,3,7,42.9,14,4,42.9,35.6,8,12.5,26.4,4,1,25.0,1,1.00,21.5,Matches
196,Emiliano Viviano\03760df0,it ITA,GK,SPAL,it Serie A,32,1985,16.9,25,4,0,3,0,24.8,0.27,-0.2,-0.01,138,305,45.2,430,41,48.8,41.4,164,57.9,46.3,154,7,4.5,4,0.24,13.2,Matches
197,Michel Vorm\1bebde9d,nl NED,GK,Tottenham,eng Premier League,34,1983,2.0,4,0,0,2,0,5.6,0.43,+1.6,+0.79,5,13,38.5,52,17,17.3,26.7,10,40.0,37.6,17,1,5.9,1,0.50,12.1,Matches
198,Axel Werner\c0b1a6da,ar ARG,GK,Huesca,es La Liga,22,1996,6.0,16,1,0,1,1,10.1,0.26,-4.9,-0.82,41,121,33.9,101,14,69.3,47.2,58,87.9,63.1,57,1,1.8,0,0.00,9.5,Matches
199,Yoel\61bb7498,es ESP,GK,Valladolid,es La Liga,29,1988,3.0,6,1,1,0,0,4.9,0.36,-1.1,-0.37,28,76,36.8,79,7,74.7,52.6,18,94.4,69.8,24,1,4.2,3,1.00,14.1,Matches
200,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,de Bundesliga,23,1994,10.0,14,0,1,2,0,15.0,0.30,+1.0,+0.10,54,187,28.9,256,54,44.1,39.3,91,81.3,63.0,111,15,13.5,8,0.80,14.7,Matches
201,Luca Zidane\c818c4d9,fr FRA,GK,Real Madrid,es La Liga,20,1998,1.0,2,0,0,1,0,1.7,0.58,-0.3,-0.27,4,9,44.4,29,3,17.2,29.0,11,36.4,37.3,8,1,12.5,2,2.00,21.8,Matches
202,Ron-Robert Zieler\a0606ae8,de GER,GK,Stuttgart,de Bundesliga,29,1989,34.0,70,2,2,6,5,59.0,0.33,-6.0,-0.18,246,746,33.0,908,124,58.6,45.2,300,71.3,57.6,310,13,4.2,34,1.00,16.0,Matches
